hospid,hospname,city,zipcode,owner,beds,church,zip,othernfp,forprofit,countyowner,ER,burncare,CICU,NICU,alternate_birthing,hospice,alcohol_rehab,drug_rehab,ctscan,MRI,PET_scan,lithotripsy,heartsurgery,cardiaccath,homehealth,residency_program,radiation_therapy,physical_rehab,transplant,trauma,occupancy,clinic_visits,ER_visits,surgeries,OPTsurgeries,currentassets,PPE,accumulated_depreciation,total_assets,current_liabilities,longterm_debt,chargestot,chargesIPT,chargesOPT,chargesANC,deductions,otherrevenue,net_revenue,patient_revenue,totexpenses,iptexpenses,ambexpenses,ancexpenses,resexpenses,edexpenses,adminexpenses,netincome,l_pr,l_or,l_admin_exp
370695,SHARP MARY BIRCH WOMEN'S HOSPITAL,SAN DIEGO,92123,SAN DIEGO HOSPITAL ASSOCIATION,147,0,92123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704128206,,,3118,,51723560,35051996,-25513220,87494136,7520166,8208406,199206736,86577704,396897,112232136,149431520,200606,58616496,58415888,52297364,17022688,30046,17494644,,,12422050,6319129,17.8830986,12.20909786,16.33498383
370705,FALLBROOK HOSPITAL DISTRICT,FALLBROOK,92028,FALLBROOK HOSPITAL DISTRICT,86,0,92028,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.967569292,1816,10205,2745,367,5922524,7949484,-2429612,15715916,9324181,,79079344,14951718,10024098,54103532,49896896,96170,29278620,29182452,26466706,4262003,2177567,8130281,,,9688707,2811915,17.18907738,11.47387314,16.08647156
370714,GROSSMONT HOSPITAL CORPORATION,LA MESA,919423019,SAN DIEGO HOSPITAL ASSOCIATION,433,0,91942,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.675206423,44806,60078,7576,,65194620,86143408,-112150320,242822784,26449550,59992392,868939648,209520912,80245984,579172736,662040960,974469,249968336,248993856,238598464,46122744,29801488,81948904,71718,640526,61855424,11369872,19.33293915,13.78964806,17.94030952
370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,921032180,SCRIPPS HEALTH,268,0,92103,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0.99859947,22611,48935,6916,9213,41855312,46324472,-115413040,88179784,20085736,,699799424,184779360,50865104,464154944,469523616,3654691,239979040,236324336,225355952,45837960,16101668,79996208,1214310,4633780,63387084,14623074,19.28071594,15.11152172,17.96477127
370755,PALOMAR MEDICAL CENTER,ESCONDIDO,82025,PALOMAR POMERADO HEALTH SYSTEM,298,0,82025,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0.980867922,1197,45483,7191,,71339472,52363280,-99089776,185312928,23992684,72800000,467939488,133019672,38924236,295995584,327941856,5576482,179028896,173452416,177377856,39347548,17927288,55007024,,,52744112,1651043,18.97141457,15.53406906,17.78096199
370759,PARADISE VALLEY HOSPITAL,NATIONAL CITY,91950,ADVENTIST HEALTH,208,1,91950,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0.964910448,,36788,4332,,40168844,42089304,-56388156,86984976,25723448,10152590,303919872,102686448,48545564,152687856,199863232,2326078,106382712,104056632,108517200,25469030,11566089,23430512,,,43322892,-2134493,18.4604454,14.65969372,17.58419228
370780,TRI-CITY MEDICAL CENTER,OCEANSIDE,92056,TRI-CITY HOSPITAL DISTRICT,215,0,92056,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0.977814555,389,55252,10963,,60184200,80578736,-148824592,218783504,32288416,83529656,471517312,91563272,34463064,345490976,318896000,3009079,161896160,158887072,170413376,29819842,14181015,68148720,,,45124048,-8517223,18.88370514,14.91714478,17.62492561
370782,UCSD MEDICAL CENTER,SAN DIEGO,921039981,REGENTS OF THE UNIVERSITY OF CALIFORNIA,456,0,92103,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.751135528,182575,58337,10584,7385,166007456,227884720,-156089520,414076992,80081936,90601408,922494080,215243136,58309256,648941696,453488800,28235308,502597984,474362688,429127488,70210328,28731888,152936192,,24658618,133092888,73470480,19.97748184,17.15608406,18.70655823
370787,"QUANTUM HEALTH, INC",SAN DIEGO,92105,"QUANTUM HEALTH, INC",100,0,92105,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.68726027,,7820,1319,,23268832,2597213,-226354,31483424,10655887,19571624,61550012,26051972,9017559,26480482,31190824,450281,30809468,30359188,29806032,7326658,2966238,5200199,,,10580637,1003435,17.22860909,13.01762676,16.17453575
370875,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,92010,SAN DIEGO HOSPITAL ASSOCIATION,298,0,92010,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0.813671052,3545,31622,9581,,82950992,40434588,-54261332,135137312,11420022,61974352,472110048,133185376,13684619,325240032,373495744,1459529,120401160,118941632,118458960,26716328,5162984,43904912,,,37674176,1942204,18.59414291,14.1936245,17.44448471
370977,POMERADO HOSPITAL,POWAY,92064,PALOMAR POMERADO HEALTH SYSTEM,186,0,92064,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.976638675,7116,21710,3798,,33442826,24469736,-45516104,59712744,13440596,8470000,180588480,48027880,11059711,121500896,127664072,1402766,68505864,67103100,72250624,17613650,4780573,20645986,,,25058378,-3744756,18.02173996,14.15395641,17.03671837
371256,GREEN HOSPITAL OF SCRIPPS CLINIC,LA JOLLA,920379985,SCRIPPS HEALTH,106,0,92037,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0.887852192,,,11670,,16931834,50296496,-40983668,67228336,42103200,,365151648,69009440,,296142208,246510176,10990578,129636712,118646136,127890760,19710704,,65580572,1574918,3463655,33058984,1745952,18.59165573,16.21254921,17.31380463
371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,92024,SCRIPPS HEALTH,100,0,92024,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.992630124,,27813,2232,2487,13574022,33493224,-48628536,47067244,32545362,,235838912,63222752,9660894,162955264,158015648,213846,78067088,77853240,77360376,18527436,3421667,29335128,,,21863512,706714,18.17033577,12.27301121,16.90032959
374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE CORPORATION,SAN DIEGO,92103,SAN DIEGO HOSPICE AND PALLIATIVE CARE CORPORATION,24,0,92103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.939383566,,,,,7044922,14467356,-10822170,32932072,4723108,,6082523,6082523,,,1894406,98939,4287056,4188117,7364087,3546913,,99767,,,2404673,-3077031,15.24776173,11.5022583,14.6929245
380929,CALIFORNIA PACIFIC MEDICAL CENTER,SAN FRANCISCO,941207999,CALIFORNIA PACIFIC MEDICAL CENTER,785,0,94120,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0.637535989,85644,48387,15953,8376,185977408,186732352,-217351680,481671168,109334712,151124224,1930457728,482922560,81633328,1365901824,1291973760,12866120,651350080,638483904,522692320,96634176,25612252,159152976,235917,5851803,181532992,128657720,20.2746067,16.37010765,19.0169487
380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,SAN FRANCISCO,94110,CITY AND COUNTY OF SAN FRANCISCO,450,0,94110,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0.999098957,467937,56769,6117,,91519144,58804296,-106928048,153241728,94767320,,520860736,222932272,101267272,196661184,183567712,8609370,357438080,348828704,374540480,77421880,46761856,77696176,,12636510,140277056,-17102422,19.67009163,15.96836185,18.75913048
380960,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,94109,SAINT FRANCIS MEMORIAL HOSPITAL,209,0,94109,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0.704109609,34642,21210,13946,3887,26741616,39384060,-99993336,247454768,61646136,44243956,373915680,141747200,13718710,218449760,275067040,2557019,101405648,98848632,96619424,24407266,6356531,25457872,537425,147399,33515836,4786231,18.40909958,14.75435257,17.327528
380964,ST. LUKE'S HOSPITAL,SAN FRANCISCO,941104403,ST. LUKE'S HOSPITAL,177,0,94110,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0.941366792,6774,28856,4074,,30665562,26027422,-52454152,59841200,21422344,7992490,236132416,93781456,16627193,125723768,153529936,4390767,89576504,85185736,104137720,27582474,3525790,30050440,,,38644324,-14561215,18.26034546,15.29501438,17.46990967
380965,ST. MARY'S MEDICAL CENTER,SAN FRANCISCO,94117,CATHOLIC HEALTHCARE WEST,430,0,94117,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0.330302626,41685,43192,4996,153,21412276,60321316,-135271680,107025912,20653488,15391028,431281056,144999552,10671166,275610368,324627328,10412011,117065760,106653752,121486120,23404032,8345263,32851140,168687,4801512,42853904,-4420357,18.48509789,16.15847015,17.57330704
381154,UCSF MEDICAL CENTER,SAN FRANCISCO,94143 810,UNIVERSITY OF CA-SAN FRANCISCO,688,0,94143,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.59805274,497575,34944,17079,4568,233037760,324307648,-404024480,606046848,206399232,109749192,2195653632,520917984,288887552,1385847936,1360726656,18375600,866551360,848175808,826434560,102713440,62202816,234165296,3460486,17202280,262537152,40116840,20.55859756,16.72653389,19.3859024
382715,CHINESE HOSPITAL,SAN FRANCISCO,94133,CHINESE HOSPITAL ASSOCIATION,51,0,94133,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.599623978,,5374,2328,,7176332,10052068,-18340124,25519264,10370625,2634940,70600504,12353912,3628323,54618272,47444772,846137,43959952,43113816,42650348,4815403,1523031,12019170,,,9624422,1309603,17.57935333,13.64843655,16.07981491
390846,DAMERON HOSPITAL ASSOCIATION,STOCKTON,952032484,DAMERON HOSPITAL ASSOCIATION,188,0,95203,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0.767152488,5910,33593,4653,1004,48562928,22947070,-51572652,127924992,10103934,32011808,467153952,137572688,27166496,302414752,365980576,1436183,102609544,101173360,102820608,29686612,5232951,38119472,,,25944438,-211063,18.43234634,14.17749977,17.07146835
390923,LODI MEMORIAL HOSPITAL,LODI,95241,LODI MEMORIAL HOSPITAL ASSOCIATION,172,0,95241,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0.662280977,84999,18059,4879,,25335918,26374504,-36654448,70517584,8616280,9334542,291665632,84475376,24425042,182765232,214272128,559448,78477416,77917968,73998472,15399758,8037401,22927228,,,20233916,4478946,18.17116737,13.23470592,16.82287025
391010,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,95231,SAN JOAQUIN COUNTY,134,0,95231,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0.947761178,141524,46444,3951,,78537352,77537248,-62399520,168068896,21773972,85014112,239537952,90911264,26465988,122160688,95923536,6379649,149994064,143614416,141120976,29222582,13995834,28614240,,8414389,43760292,8873089,18.78264236,15.66862392,17.59423828
391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,952046088,CATHOLIC HEALTHCARE WEST,294,1,95204,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0.793849587,11346,37895,5133,5733,52276976,75536352,-113176592,164960592,39120924,56768344,740031552,214682768,49393148,475955616,556944960,9327858,192414464,183086608,184968880,31359956,10258489,73014112,,558324,57422984,7445588,19.02547073,16.04851532,17.86595535
391056,SUTTER TRACY HOSPITAL,TRACY,95376,SUTTER HEALTH,78,0,95376,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.47147873,,22629,10434,,15199998,14363674,-27201724,64299280,5567792,33801956,164757696,27533788,10067862,127156040,105654240,490264,60122564,59632300,40248980,7031336,2128085,13402119,,,13998476,19873582,17.9037075,13.10269928,16.45445824
392287,DOCTORS HOSPITAL OF MANTECA,MANTECA,95336,TENET HEALTH CORPORATION,73,0,95336,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.570350945,3094,19234,4361,,10088903,22243264,-21248054,79256888,6491040,,471039360,64180816,12141927,394716608,416847424,170745,54362656,54191912,39918936,7573714,1952713,13804910,,,15089151,14443718,17.80804253,12.0479269,16.5294857
394009,ST. DOMINIC'S HOSPITAL,MANTECA,95336,CATHOLIC HEALTHCARE WEST,77,1,95336,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.807329655,,17883,1331,,7653314,19170804,-14821483,26934612,5887387,15438080,121155120,32080492,7684763,81389864,93964016,152048,27343156,27191108,28566232,7864643,1303854,8116938,,,8289976,-1223077,17.11840057,11.93195152,15.93055725
400466,VISTA HOSPITAL SYSTEMS INCORPORATED,ARROYO GRANDE,93420,VISTA HOSPITAL SYSTEMS INCORPORATED,37,0,93420,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.978600502,,22769,2071,,15856838,15775988,-15103308,32441918,9985793,26289504,120143552,16324206,5825794,97993552,91144760,158956,29157746,28998790,27425388,3931080,1471828,10018228,,,8309529,1732357,17.18276405,11.97638226,15.93291378
400480,VISTA HOSPITAL SYSTEMS INC.,SAN LUIS OBISPO,93401,VISTA HOSPITAL SYSTEMS INC.,43,0,93401,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0.959859848,,14779,8678,6063,10377341,17771864,-12922123,32810312,24916552,59704292,220620192,32828532,3583532,184208128,194422512,347637,40795508,40447872,43822644,6751642,1258135,19517128,,,10350457,-3027137,17.51552391,12.75891399,16.15254211
400511,SAN LUIS OBISPO GENERAL HOSPITAL,SAN LUIS OBISPO,934038113,COUNTY OF SAN LUIS OBISPO,46,0,93403,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237998813,28511,10485,697,478,4142968,2349867,-8725082,6552266,2861352,,28878048,3966431,5891389,19020228,15227244,889514,14540317,13650803,25235918,1873060,3418266,8930821,,,6879016,-10695601,16.42930984,13.69843006,15.74398613
400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,93405,TENET HEALTHCARE CORPORATION,156,0,93405,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.592588723,840,20607,4638,,137303440,58931324,-19300516,203850416,10455206,,653034368,154818864,16634901,481580608,540649152,145769,112531000,112385232,85509944,17129412,3672162,36748904,,,23777066,27021056,18.53744316,11.88977814,16.98423195
400548,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,93465,TENET HEALTHCARE CORPORATION,73,0,93465,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.807431102,525,31504,3103,,10755596,20094588,-18538244,107013464,4866987,,405263648,69695352,16715352,318852960,339389280,185783,66060168,65874384,46502936,8506725,3986845,17888852,,,14093486,19557230,18.00325966,12.13233471,16.4612236
410782,SAN MATEO MEDICAL CENTER,SAN MATEO,94403,COUNTY OF SAN MATEO,146,0,94403,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.893863797,186406,20132,1852,,43158384,23712318,-15302984,67423792,59694896,44728,161270048,55317168,47337008,58615872,88730440,11703289,84242896,72539608,138764336,17437272,24623756,20501946,1043846,588748,50893144,-54521440,18.09964371,16.27538109,17.74523926
410817,SETON MEDICAL CENTER,DALY CITY,9406,DAUGHTERS OF CHARITY HEALTH SYSTEM,283,1,9406,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0.376862377,8719,13151,1843,1589,50552664,62278976,-159010560,117153520,39642564,77910832,322306240,100547896,15039005,206719344,234908736,665073,88062576,87397504,82873520,18430332,5753469,26808252,,,25263252,5189055,18.28597641,13.4076519,17.04486084
410852,MILLS PENINISULA HEALTH SERVICES,BURLINGAME,94010,MILLS PENINSULA HEALTH SERVICES,363,0,94010,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0.754798293,5698,50391,18184,,53323924,106895536,-116358768,194096496,32764470,71101840,812456256,261153504,40954868,510347904,604107968,4608791,259067792,254459008,238251424,54148568,10264536,76620600,,,72278704,20816368,19.3546505,15.3434763,18.09604073
410891,SEQUOIA HEALTH SERVICES,REDWOOD CITY,940622799,CATHOLIC HEALTHCARE WEST,464,0,94062,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.249905527,,21048,5651,,33708448,33752236,-33641144,74907280,23301244,29524738,445117600,128594360,14999542,301523712,310368896,4690769,139439472,134748704,127536160,22237876,2426766,50158144,,,45439360,11903317,18.71892166,15.36110687,17.63188934
414018,RECOVERY INN OF MENLO PARK,MENLO PARK,94025,KINDRED HOSPITAL INCORPORATED,3,0,94025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787214637,,,1705,,6976283,680518,-1527708,7656801,625679,,16452036,610523,,15841513,9230976,8548,7229608,7221060,7240511,1157131,,2881571,,,2381541,-10903,15.79251194,9.053452492,14.68325806
420483,GOLETA VALLEY COTTAGE HOSPITAL,BARBARA,93111,GOLETA VALLEY COTTAGE HOSPITAL,109,0,93111,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.380671114,,14446,1268,,9620446,5674896,-16505474,15685931,8906508,1235207,64833236,14288180,3790399,46754656,42668444,489121,22653912,22164792,23614264,6857292,1328151,7900538,,,6239933,-960353,16.91401482,13.10036564,15.64647961
420491,LOMPOC HOSPITAL DISTRICT,LOMPOC,93436,LOMPOC HOSPITAL DISTRICT,170,0,93436,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.748638153,,16606,3661,,9212988,9646165,-21757384,25443284,7274891,5339712,62278192,12107123,6044728,44126340,33607160,943350,29614380,28671028,30446040,7317380,1232149,10016493,,,10319199,-831661,17.17139816,13.75719261,16.14951706
420493,CHW-CENTRAL COAST,SANTA MARIA,9345,CATHOLIC HEALTHCARE WEST,227,1,9345,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0.822931647,,41247,7148,1429,30186040,65993960,-66046620,102580312,18069304,41451544,322750112,58929076,22603764,241217280,207436000,818602,116132728,115314128,106648624,17720034,11741892,34797016,,,33120868,9484107,18.56317139,13.61535358,17.31567383
420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,93105,SANTA BARBARA COTTAGE HOSPITAL,315,0,93105,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0.666501403,1269,32193,7461,4779,110542936,96068096,-146540688,305420544,51932624,20898216,666754752,115170776,16786512,534797440,472541312,12995674,207209104,194213440,197829248,38986572,6405251,76754656,276965,4169169,58826828,9379855,19.08446884,16.38012695,17.89010811
420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,93463,SANTA YNEZ VALLEY COTTAGE HOSPITAL,20,0,93463,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.116849318,,5690,215,,3473020,2590907,-3913484,6140951,1103733,1119859,15977750,867015,1986388,13124347,9213443,152438,6916745,6764307,6049668,625587,772263,2593789,,,1602351,867077,15.72716999,11.93451309,14.28698254
420528,ST. FRANCIS MEDICAL CENTER,SANTA BARBARA,93103,CHW CENTRAL COAST,85,0,93103,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0.484383583,,9947,2924,,6751512,16072335,-37934816,28462844,6225117,,94159152,18265452,2601105,73292592,65889288,460651,28730516,28269864,32269782,5994453,1190351,13208727,,,10595665,-3539267,17.15730667,13.04039574,16.17595482
430705,SAN JOSE HEALTHCARE SYSTEM LP,SAN JOSE,95116,CIKYNBUA - GCA,188,0,95116,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.636068165,8569,62861,6236,,22266714,45048280,-11996959,90807208,132709888,,437791040,117616544,22995758,297178752,331593824,760029,106957264,106197240,123506120,27259780,6859254,32719426,,,42012132,-16548853,18.48080826,13.54111195,17.5534687
430743,COMMUNITY HOSPITAL OF LOS GATOS,LOS GATOS,95032,TENET HEALTH CORPORATION,143,0,95032,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.588907003,104915,13713,6017,,24018580,30710472,-29938020,106554024,16236283,,588104960,84610032,59654876,443840064,473428704,427593,115103880,114676288,97280976,16807064,6332516,41906832,,,25824992,17822908,18.55762291,12.96592712,17.06685257
430779,GOOD SAMARITAN HOSPITAL LP,SAN JOSE,95124,HCA THE HEALTHCARE CO,204,0,95124,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.973153412,,46395,9381,,50285952,73947240,-39683472,151191152,17378300,94665072,672942656,146035824,32164074,494742784,446680288,1934468,228196864,226262400,218387536,51251984,9071666,70509296,,,69582384,9809330,19.23720551,14.47534275,18.05802155
430837,O'CONNOR HOSPITAL,SAN JOSE,95128,DAUGHTERS OF CHARITY HEALTH SYSTEM,225,1,95128,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0.326149166,7835,13247,4247,5032,73056936,40229316,-137696832,157072032,42732296,59849716,277924768,84749600,16562067,176613088,203872832,598635,74650568,74051936,70886120,12779377,4699640,23485346,,,25313978,3764445,18.1202774,13.30240726,17.04686737
430883,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,951282699,COUNTY OF SANTA CLARA,506,0,95128,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0.655590415,106892,56080,8446,,189613440,235675152,-154660048,436599456,120619384,315980096,981518464,296779008,98760896,585978560,439510720,7878269,588278848,580400576,521086784,93734896,63027660,120883816,1200342,16449675,163411472,67192080,20.17922974,15.87961864,18.91178131
430905,STANFORD UNIVERSITY HOSPITAL,STANFORD,94304,STANFORD UNIVERSITY HOSPITAL,431,0,94304,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.724730611,809020,38323,32390,28980,236007008,163885056,-445127008,596513984,241988000,183467008,2022055040,357600192,391294880,1273159936,1260572544,62525356,862259136,799733760,859953856,81586104,155670016,259051648,,38272764,266209344,2305312,20.49979019,17.95108223,19.39979362
434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,PALO ALTO,94304,STANFORD HOSPITAL AND CLINICS,240,0,94304,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.80218035,82777,,11595,2213,205247936,110870344,-57290772,416872704,63742992,37100000,620261824,283904608,11267072,325090112,344014816,11949487,288196480,276247008,258749968,70031984,11457252,70627856,1667135,3678200,90486024,29446520,19.43680573,16.2961998,18.32070541
434138,SAINT LOUISE REGIONAL HOSPITAL,GILORY,95020,DAUGHTERS OF CHARITY HEALTH SYSTEM,89,1,95020,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0.235862717,,10641,1498,,21764644,14611335,-2334250,37336084,7888664,41635976,71613896,20072496,10031973,41509424,50526376,98017,21185536,21087520,20905388,3994080,1148228,5271620,,,8625312,280149,16.86419106,11.49289608,15.97021198
440755,CATHOLIC HEALTHCARE WEST-MONTEREY BAY REGION,SANTA CRUZ,95065,CATHOLIC HEALTHCARE WEST,271,1,95065,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0.638710022,6795,41932,9853,,31699048,50831720,-84858720,128899408,24213592,21536538,456841312,127930360,16428644,312482304,316206048,2970402,143784912,140814512,135317632,33401440,7325964,46090276,,,40155140,8467279,18.76295471,14.90420818,17.50826073
444013,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,95076,COMMUNITY HEALTH SYSTEMS INC,58,0,95076,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.962824762,,25565,5087,,19689598,56492888,-12173655,77656112,15298245,61971268,328601440,45753488,28885832,253962128,246384464,154665,82371648,82216976,77080752,12510797,6447723,26176620,,,24121316,5290890,18.22487259,11.94901657,16.99860573
450940,REDDING MEDICAL CENTER,REDDING,96001,TENET HEALTH CORPORATION,239,0,96001,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0.57729125,25362,31195,8064,,37986316,103511080,-51487692,448354336,49190672,,1293307776,153686128,27373080,1112248576,1093027840,1264649,201544608,200279968,156117312,25785032,12388542,65238336,,,43496244,45427300,19.11522675,14.05030537,17.58818436
450949,"MERCY HOSPITAL OF REDDING, INC",REDDING,96001,CATHOLIC HEALTHCARE WEST,153,1,96001,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.946655929,53787,39600,5117,4058,71414184,69875968,-84664336,195790864,24419260,18483278,470910688,85201840,38512792,347196064,322042720,2690515,151558496,148867984,145095632,27256850,18195498,48945312,,3092971,40372036,6462863,18.81857109,14.80524349,17.51364708
454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,REDDING,96001,OCADIAN CARE CENTERS,88,0,96001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.729794502,1149,,,,1979471,2762832,-1381368,4808460,7447053,,39045272,15260781,543391,23241100,25602032,84066,13527306,13443240,13673812,3797214,316488,3530952,,,5038223,-146506,16.41398621,11.33935738,15.43256378
454013,PATIENTS' HOSPITAL OF REDDING,REDDING,96001,DR. JAMES D. TATE,10,0,96001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307397246,,,1056,,791399,2522570,-2204039,3313969,2372297,1328690,20974524,2129900,,18844624,16213047,60946,4822422,4761476,4637193,808227,,1593699,,,1711664,185229,15.37606812,11.01774311,14.3529768
470871,MERCY MEDICAL CENTER MT. SHASTA,MT. SHASTA,96067,CATHOLIC HEALTHCARE WEST,80,1,96067,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.700102746,,9597,2679,2792,8183588,9162602,-12646061,24226996,3534075,6245028,67219760,12505661,5817732,48896364,37737356,306823,29789226,29482404,27018726,5574832,1605209,9285560,,,8609673,2770500,17.19930458,12.63402653,15.96839714
474007,FAIRCHILD MEDICAL CENTER,YREKA,96097,FAIRCHILD MEDICAL CENTER,30,0,96097,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.528858483,3698,13659,3085,,9939965,16152662,-8800752,26194276,1891137,8585765,46196540,5974446,5442829,34779264,22598348,188018,23786208,23598192,22743836,2357297,1037076,9398079,,,6869549,1042372,16.97668076,12.14429283,15.74260902
